doc_id,feature_id,count,rate_per_1000_opportunities
0431c592d5de8246cebcb8e2,00232e97dc29b8a9f21cedce,1,0.838222967309304
0431c592d5de8246cebcb8e2,0028c8fb393c5fb53f9a1136,4,2.31347599768652
0431c592d5de8246cebcb8e2,0045c1605dd4e84cca99196c,2,0.921658986175115
0431c592d5de8246cebcb8e2,00501893d5d579aa177c3afb,1,0.370233246945576
0431c592d5de8246cebcb8e2,0073b6adc17c1c6e917b8227,10,4.60829493087558
0431c592d5de8246cebcb8e2,00789077c013d59c6f01229d,2,1.67644593461861
0431c592d5de8246cebcb8e2,007ccf14d97a3d5991578347,1,0.460829493087558
0431c592d5de8246cebcb8e2,007e36e8cd67a0a2d56f4f78,1,0.602772754671489
0431c592d5de8246cebcb8e2,00a4ecfec39b52f217f27407,7,5.86756077116513
0431c592d5de8246cebcb8e2,00fc8d2228d8b904f4a5825c,1,0.602772754671489
0431c592d5de8246cebcb8e2,011be13a851273d1d7a4846f,1,0.602772754671489
0431c592d5de8246cebcb8e2,01289efda7a108e134e71a43,2,1.15673799884326
0431c592d5de8246cebcb8e2,0139454120c4d68abe788955,2,1.20554550934298
0431c592d5de8246cebcb8e2,015cc46bdba1c90fb8b5ac3b,1,0.602772754671489
0431c592d5de8246cebcb8e2,0162dbb636fd3cfe50ee7775,5,10.5708245243129
0431c592d5de8246cebcb8e2,01667fc1c4069fdbad07e6f7,2,0.921658986175115
0431c592d5de8246cebcb8e2,01753a83077f76478edb6ff5,3,1.14068441064639
0431c592d5de8246cebcb8e2,017e00fb95b4bf7f074e2cfa,1,0.578368999421631
0431c592d5de8246cebcb8e2,01a2c5b98119010ef7517d8e,6,12.6849894291755
0431c592d5de8246cebcb8e2,01a4eb51d929c946f671ec1b,1,0.370233246945576
0431c592d5de8246cebcb8e2,01af7c8fa60cbfec46161e93,2,1.20554550934298
0431c592d5de8246cebcb8e2,01d0b3bb49327eb3d49cee19,2,1.67644593461861
0431c592d5de8246cebcb8e2,02014ee38ac33189587846ec,4,1.4809329877823
0431c592d5de8246cebcb8e2,020ce1f979e2cad9b55695a9,1,0.370233246945576
0431c592d5de8246cebcb8e2,0218d9e851818db323df4f5c,2,1.20554550934298
0431c592d5de8246cebcb8e2,021ca8dd1d4f37b9754305e4,202,112.284602556976
0431c592d5de8246cebcb8e2,024dddf67083e4873cdab02e,1,0.380228136882129
0431c592d5de8246cebcb8e2,026059a2590f5c8499ec6035,1,0.578368999421631
0431c592d5de8246cebcb8e2,02b8cba6df4dba50aa4688b0,2,1.67644593461861
0431c592d5de8246cebcb8e2,02c02a0a8181221ab981eaf6,73,40.5780989438577
0431c592d5de8246cebcb8e2,02c9a0b809efcb4952066554,1,0.602772754671489
0431c592d5de8246cebcb8e2,02e4e9da7abc1e5fcf279564,2,1.11172873818788
0431c592d5de8246cebcb8e2,033dfce288aec5bb9c5da997,1,0.602772754671489
0431c592d5de8246cebcb8e2,0341d381d0f18f992422ea08,1,0.602772754671489
0431c592d5de8246cebcb8e2,038e3f01ce44d60021f270d4,1,0.370233246945576
0431c592d5de8246cebcb8e2,03afff959cfa8bbee407db22,4,2.31347599768652
0431c592d5de8246cebcb8e2,03b1d842268c32ad59b4869f,19,10.989010989011
0431c592d5de8246cebcb8e2,03b621d04871d20e298e3d2d,2,1.15673799884326
0431c592d5de8246cebcb8e2,03b998585dd89d6c2de59e99,4,2.41109101868596
0431c592d5de8246cebcb8e2,03e8393dd4c3f1ecc1a95bb5,1,0.602772754671489
0431c592d5de8246cebcb8e2,03eb9c9e0cdfdb65814b2cda,3,1.38248847926267
0431c592d5de8246cebcb8e2,03fa217f5a25470d0e8492b9,4,2.41109101868596
0431c592d5de8246cebcb8e2,0405e5c8c4b17199a03f78df,1,0.838222967309304
0431c592d5de8246cebcb8e2,0411d56a5bbcfc67ede243ec,1,0.370233246945576
0431c592d5de8246cebcb8e2,04722e65b840b64b4a2a8122,12,25.369978858351
0431c592d5de8246cebcb8e2,04891cc28f7d8d74d5535fa4,1,0.460829493087558
0431c592d5de8246cebcb8e2,04ab98e041adf03838cf5bd4,1,0.370233246945576
0431c592d5de8246cebcb8e2,04af5cb265b532d15199b2bc,1,0.578368999421631
0431c592d5de8246cebcb8e2,04e319d9c51506a070386649,1,0.838222967309304
0431c592d5de8246cebcb8e2,04f4f2aa91d0534ca41c6f5e,3,1.11069974083673
0431c592d5de8246cebcb8e2,0508d6e41251802e8002ae1b,1,0.602772754671489
0431c592d5de8246cebcb8e2,058968a6717c6a4c51c5f29b,1,0.370233246945576
0431c592d5de8246cebcb8e2,05f4a93ab47d33d9d78df33c,1,0.602772754671489
0431c592d5de8246cebcb8e2,05f9bd10ce3a818a19c7b78b,1,0.602772754671489
0431c592d5de8246cebcb8e2,060a7d8f9303cee29331bd6e,1,0.460829493087558
0431c592d5de8246cebcb8e2,060ed0d1132ebb5b346157ea,5,1.85116623472788
0431c592d5de8246cebcb8e2,061c7fb15e166950b8070824,1,0.602772754671489
0431c592d5de8246cebcb8e2,0657dd8dbc1091a510dedb2c,1,0.370233246945576
0431c592d5de8246cebcb8e2,06580b624d6c276c2c3efe89,1,0.578368999421631
0431c592d5de8246cebcb8e2,0662df58ddf5b352f819662a,2,1.67644593461861
0431c592d5de8246cebcb8e2,068442487040348a2b056261,1,0.370233246945576
0431c592d5de8246cebcb8e2,0691a0891a09d08760282816,1,0.578368999421631
0431c592d5de8246cebcb8e2,06d704b0850273d2e0e6a850,5,13.0548302872063
0431c592d5de8246cebcb8e2,06ec3c7a21000a4c9528e296,20,9.21658986175115
0431c592d5de8246cebcb8e2,0707b5f6af9e93ff512ad3f4,3,1.11069974083673
0431c592d5de8246cebcb8e2,07160eae69db82b1458e3aec,1,0.460829493087558
0431c592d5de8246cebcb8e2,0758e88d2006c85bd39480c3,1,0.555864369093941
0431c592d5de8246cebcb8e2,075b859bddb9e9857f24ce8b,7,3.89105058365759
0431c592d5de8246cebcb8e2,0770f2bc36eb0d49d0da9293,6,3.61663652802893
0431c592d5de8246cebcb8e2,077477ed9785db333fca3c4d,1,0.602772754671489
0431c592d5de8246cebcb8e2,07924fee8071eb01637f27b9,1,0.578368999421631
0431c592d5de8246cebcb8e2,07b1c5858885494e7f4f1695,1,0.370233246945576
0431c592d5de8246cebcb8e2,07cc10007d86d903ad6ebb6a,5,1.85116623472788
0431c592d5de8246cebcb8e2,07f578c9791176551397836d,1,0.602772754671489
0431c592d5de8246cebcb8e2,0810c710163c91255cf8f5f5,2,1.20554550934298
0431c592d5de8246cebcb8e2,081ef5dea65c1f747a78ae59,4,2.22345747637576
0431c592d5de8246cebcb8e2,083a33637cfa5b56864a8901,1,0.838222967309304
0431c592d5de8246cebcb8e2,08a215a5a4ab1745ceec4b4f,1,0.602772754671489
0431c592d5de8246cebcb8e2,08a2adef38e81764bc3376b3,1,0.578368999421631
0431c592d5de8246cebcb8e2,08bd4850f109f6aa2eda75ec,1,0.370233246945576
0431c592d5de8246cebcb8e2,08bf5fae32ccbfde3d37ad3d,1,0.602772754671489
0431c592d5de8246cebcb8e2,08ce8da962da1a955d210982,18,10.0055586436909
0431c592d5de8246cebcb8e2,090fa14111d9884fe603706c,2,0.921658986175115
0431c592d5de8246cebcb8e2,091b1407a1a5156c9f710f6f,2,1.15673799884326
0431c592d5de8246cebcb8e2,0926e77def0fa6cadb6d9e14,1,0.838222967309304
0431c592d5de8246cebcb8e2,09303ce694d70b7b57f79121,1,0.602772754671489
0431c592d5de8246cebcb8e2,096cbbeed5685f82ce9c1d97,1,0.602772754671489
0431c592d5de8246cebcb8e2,097cd5df130b2ed373af3b13,12,10.0586756077117
0431c592d5de8246cebcb8e2,098cdb0c7031c64d776613b8,1,0.370233246945576
0431c592d5de8246cebcb8e2,09bd2e7f587dbc52bcdc1df8,1,0.578368999421631
0431c592d5de8246cebcb8e2,09dcad5d24e4baea6305848c,2,1.15673799884326
0431c592d5de8246cebcb8e2,09eb77f96ab35c60cc7a251a,3,1.80831826401447
0431c592d5de8246cebcb8e2,09f96811bf992351daf497b7,1,0.602772754671489
0431c592d5de8246cebcb8e2,09fdc88a6cba010393c5294d,1,0.602772754671489
0431c592d5de8246cebcb8e2,0a0a0b9f1048b7c930e9889f,1,0.838222967309304
0431c592d5de8246cebcb8e2,0a2df38f5a66375c9a6e764d,2,1.20554550934298
0431c592d5de8246cebcb8e2,0a46592b00bef7e3eb92b564,1,0.555864369093941
0431c592d5de8246cebcb8e2,0a4a75ff9063cabbacf54fa0,1,0.838222967309304
0431c592d5de8246cebcb8e2,0a69d436185f2b2e9a7d6811,2,0.740466493891151
0431c592d5de8246cebcb8e2,0a911605a4abd0bf98dbfc44,1,0.578368999421631
0431c592d5de8246cebcb8e2,0abb74cd9868ee61ab56b9a8,1,0.578368999421631
0431c592d5de8246cebcb8e2,0ac64d45a8db92418906bf48,2,1.20554550934298
0431c592d5de8246cebcb8e2,0adc77799ca8a62c4fd49d76,32,18.5078079814922
0431c592d5de8246cebcb8e2,0adf6fed19c70d0ce7ca4c09,8,4.44691495275153
0431c592d5de8246cebcb8e2,0ae1abecbdfe3f1ff0c10a87,57,26.2672811059908
0431c592d5de8246cebcb8e2,0b0541557fc4b6f9139c34bb,5,3.01386377335744
0431c592d5de8246cebcb8e2,0b0a118c3aa2ffe6f4f5417f,1,0.602772754671489
0431c592d5de8246cebcb8e2,0b25938bfab55540cfefc97b,2,0.740466493891151
0431c592d5de8246cebcb8e2,0b2cd30a8aedabcbbd8512be,4,2.31347599768652
0431c592d5de8246cebcb8e2,0b4b92cda9e17a43f942dbee,1,0.602772754671489
